"ExternalKey","PromoCode","Name","EventType","StartDate","EndDate","Mechanics","DisplayType","CustomerStatus"
"NVGMYP90000000010280","1234","[smoke 4 oct UAT] - Dummy","Default","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010281","<SELECT>","[smoke 4 oct UAT] - Building Block ","Building Block","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010284","GE","[smoke 4 oct UAT] - [4/10] - Create Event ","Default","01/11/2024","30/11/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000010291","test","[Testing] - Testing","Trade Spend Only","29/01/2024","28/01/2025","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010292","123","[Testing] - nvgv 582","Default","29/01/2024","28/01/2025","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010293","<SELECT>","[Testing] - nvgv -582","Default","29/01/2024","28/01/2025","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010345","<SELECT>","UAT 4/10-Copied","Default","01/01/2024","31/12/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010486","GE","[10/10] - Create Event ","Default","01/11/2024","30/11/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000010488","GE","[10/10] - Create Event ","Default","01/11/2024","30/11/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000010489","1234","[10/10] - Dummy","Default","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010490","<SELECT>","[10/10] - Building Block ","Building Block","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010492","1234","[10/10] - Dummy","Default","01/06/2024","31/12/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000010491","GE","[10/10] - [4/10] - Create Event ","Default","01/11/2024","30/11/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000010496","GE","[10/10] - [4/10] - Create Event ","Default","01/11/2024","30/11/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000010500","<SELECT>","Testing Event","Default","01/01/2024","31/12/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000011156","<SELECT>","test malaysia","Default","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000011157","<SELECT>","Testing event sample ","Default","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
"NVGMYP90000000011189","Promo code testing","UAT SMOKE TEST Event on Malaysia 08-NOC-2024 TIME:12:10 AM PST","Default","01/11/2024","30/11/2024","to delete","Homeshelf","Not sent to customer"
